long,lat,id,nombre,anio_de_in,tipo,cantidad,ubicacion,clasificac,calle,altura,calle2,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4659284077332,-34.6800739691214,358,ESC. PRIMARIA COMUN NÂ° 05 ARMADA ARGENTINA,2013,4U,1,VIA PUBLICA,ESCUELAS,LARRAZABAL AV.,4520,,Villa Lugano,Comuna 8,1439,C1439EEN
-58.4608618629268,-34.6841887748559,359,ESC. PRIMARIA COMUN NÂ° 10 ITALO AMERICO FORADORI,2013,4U,1,VIA PUBLICA,ESCUELAS,LARRAZABAL AV.,5001,,Villa Lugano,Comuna 8,1439,C1439EEF
-58.458672061544,-34.6853294748503,360,ESC. DE COMERCIO NÂ° 35 LEOPOLDO MARECHAL,2013,4U,1,INTERIOR,ESCUELAS,LARRAZABAL AV.,5140,,Villa Lugano,Comuna 8,1439,C1439EET
-58.458672061544,-34.6853294748503,361,ESC. DE EDUCACION MEDIA NÂ° 06/21Â°,2013,4U,1,INTERIOR,ESCUELAS,LARRAZABAL AV.,5140,,Villa Lugano,Comuna 8,1439,C1439EET
-58.4585156093071,-34.6854049732944,362,ESC. PRIMARIA COMUN NÂ° 02 MAESTRO EDUARDO LUIS VICENTE,2013,4U,1,VIA PUBLICA,ESCUELAS,LARRAZABAL AV.,0,"ROCA, CNEL. AV.",Villa Lugano,Comuna 8,,
-58.3757689773189,-34.6337123275273,363,ESC. PRIMARIA COMUN NÂ° 03 BERNARDO DE IRIGOYEN,2013,4U,1,VIA PUBLICA,ESCUELAS,"MONTES DE OCA, MANUEL AV.",439,,Barracas,Comuna 4,1270,C1270AAE
-58.4661638512653,-34.561863429736,364,ESC. DE COMERCIO NÂ° 07 MANUEL BELGRANO,2013,4U,1,INTERIOR,ESCUELAS,MONROE,3061,,Belgrano,Comuna 13,1428,C1428BLY
-58.4693794839255,-34.6718964989687,365,ESC. PRIMARIA COMUN NÂ° 04 PROVINCIA DE TUCUMAN,2013,4U,1,VIA PUBLICA,ESCUELAS,RIESTRA AV.,5030,,Villa Lugano,Comuna 8,1439,C1439BYO
-58.4169306300173,-34.6107702048002,366,COLEGIO NÂ° 03 MARIANO MORENO,2013,4U,1,INTERIOR,ESCUELAS,RIVADAVIA AV.,3577,,Almagro,Comuna 5,1204,C1204AAA
-58.4353155042632,-34.6179168561194,367,ESC. NORMAL SUPERIOR NÂ° 04 ESTANISLAO SEVERO ZEBALLOS,2013,4U,1,INTERIOR,ESCUELAS,RIVADAVIA AV.,4950,,Caballito,Comuna 6,1424,C1424CER
-58.4353155042632,-34.6179168561194,368,LICEO NÂ° 02 AMANCIO ALCORTA,2013,4U,1,INTERIOR,ESCUELAS,RIVADAVIA AV.,4950,,Caballito,Comuna 6,1424,C1424CER
-58.3957932279674,-34.5989999866249,369,LICEO NÂ° 04 REMEDIOS DE ESCALADA DE SAN MARTIN,2013,4U,1,INTERIOR,ESCUELAS,AYACUCHO,875,,Recoleta,Comuna 2,1111,C1111AAA
-58.3730662832935,-34.6434213276588,370,COLEGIO NÂ° 11 HIPOLITO YRIGOYEN,2013,4U,1,INTERIOR,ESCUELAS,"QUINQUELA MARTIN, BENITO",1649,,Barracas,Comuna 4,1296,C1296ADG
-58.4637427439404,-34.6889410990386,371,ESC. PRIMARIA COMUN NÂ° 09 HECTOR PANIZZA,2013,4U,1,VIA PUBLICA,ESCUELAS,BERON DE ASTRADA,5920,,Villa Lugano,Comuna 8,1439,C1439DPB
-58.467146246783,-34.6918917690744,372,ESC. PRIMARIA COMUN NÂ° 16 DR. SOFANOR NOVILLO CORVALAN,2013,4U,1,VIA PUBLICA,ESCUELAS,BERON DE ASTRADA,6351,,Villa Riachuelo,Comuna 8,1439,C1439DPI
-58.4692504213242,-34.6267247717698,373,ESC. DE EDUCACION MEDIA NÂ° 01/12Â° JULIO CORTAZAR,2013,4U,1,INTERIOR,ESCUELAS,BOGOTA,2759,,Flores,Comuna 7,1406,C1406GBY
-58.4973664345822,-34.6490654361269,374,ESC. PRIMARIA COMUN NÂ° 13 PROF. LUZ VIEIRA MENDEZ,2013,4U,1,VIA PUBLICA,ESCUELAS,BRAGADO,5350,,Mataderos,Comuna 9,1440,C1440ACJ
-58.4184448300611,-34.6103838095692,375,ESC. DE CERAMICA NÂ° 01,2013,4U,1,INTERIOR,ESCUELAS,BULNES,45,,Almagro,Comuna 5,1176,C1176AAA
-58.4664444155168,-34.6866877086236,376,ESC. PRIMARIA COMUN NÂ° 01 CONCEJAL ALBERTO SALVATORI,2013,4U,1,VIA PUBLICA,ESCUELAS,CAFAYATE,5115,,Villa Lugano,Comuna 8,1439,C1439FUW
-58.4636469728799,-34.6884494939146,377,ESC. PRIMARIA COMUN NÂ° 15 DR. CARLOS ALBERTO VERONELLI,2013,4U,1,VIA PUBLICA,ESCUELAS,CAFAYATE,5388,,Villa Lugano,Comuna 8,1439,C1439IEB
-58.4864811048772,-34.6760514329355,378,ESC. DE EDUCACION MEDIA NÂ° 02/20Â°,2013,4U,1,INTERIOR,ESCUELAS,CAÃ‘ADA DE GOMEZ,3850,,Villa Lugano,Comuna 8,,
-58.4779361661893,-34.6829986615871,379,ESC. PRIMARIA COMUN NÂ° 14 DR. RICARDO LEVENE,2013,4U,1,VIA PUBLICA,ESCUELAS,CAÃ‘ADA DE GOMEZ,4548,,Villa Lugano,Comuna 8,,
-58.5103317736792,-34.6608440849659,380,ESC. PRIMARIA COMUN NÂ° 07 ARISTOBULO DEL VALLE,2013,4U,1,VIA PUBLICA,ESCUELAS,CARHUE,2157,,Mataderos,Comuna 9,1440,C1440FNO
-58.4281196539448,-34.6607808662029,381,ESC. PRIMARIA COMUN NÂ° 09 DR. JOSE BENJAMIN ZUBIAUR,2013,4U,1,VIA PUBLICA,ESCUELAS,"BERG, CARLOS",3460,,Villa Soldati,Comuna 8,1437,C1437BEJ
-58.4098197352954,-34.6226056058141,382,ESC. NORMAL SUPERIOR NÂ° 08 PTE. JULIO ARGENTINO ROCA (ANEXO),2013,4U,1,INTERIOR,ESCUELAS,"CALVO, CARLOS",3150,,San Cristobal,Comuna 3,1230,C1230ABB
-58.4593432304702,-34.5694135566452,383,COLEGIO NÂ° 08 JULIO ARGENTINO ROCA,2013,4U,1,INTERIOR,ESCUELAS,"ZUBERBUHLER, CARLOS E.",1830,,Belgrano,Comuna 13,1426,C1426ASD
-58.4193006456613,-34.6239017567095,384,ESC. PRIMARIA COMUN NÂ° 14 INTENDENTE ALVEAR,2013,4U,1,VIA PUBLICA,ESCUELAS,CASTRO BARROS,965,,Boedo,Comuna 5,1217,C1217ABI
-58.3757017395267,-34.6188267808412,385,COLEGIO NÂ° 07 JUAN MARTIN DE PUEYRREDON,2013,4U,1,INTERIOR,ESCUELAS,CHACABUCO,922,,San Telmo,Comuna 1,1069,C1069AAT
-58.4965754158265,-34.6540233422715,386,ESC. PRIMARIA COMUN NÂ° 02 ISABEL LA CATOLICA,2013,4U,1,VIA PUBLICA,ESCUELAS,CHASCOMUS,5598,,Mataderos,Comuna 9,1440,C1440AQP
-58.4675443837384,-34.6792773518528,387,ESC. TECNICA NÂ° 13 ING. JOSE LUIS DELPINI,2013,4U,1,INTERIOR,ESCUELAS,"CHILAVERT, MARTINIANO, CORONEL",5460,,Villa Lugano,Comuna 8,1439,C1439CLF
-58.4598915548496,-34.6294849041793,388,ESC. DE COMERCIO NÂ° 09 JOSE INGENIEROS,2013,4U,1,VIA PUBLICA,ESCUELAS,"FALCON, RAMON L.,CNEL.",2248,,Flores,Comuna 7,1406,C1406GNT
-58.4046179245045,-34.6257131666878,389,ESC. TECNICA NÂ° 11 MANUEL BELGRANO,2013,4U,2,INTERIOR,ESCUELAS,COCHABAMBA,2830,,San Cristobal,Comuna 3,1252,C1252AAV
-58.5024886065477,-34.5994531486119,390,ESC. TECNICA NÂ° 16 ESPAÃ‘A,2013,4U,1,INTERIOR,ESCUELAS,CONCORDIA,3555,,Villa Devoto,Comuna 11,1419,C1419ANA
-58.4680141394911,-34.6277861850944,391,COLEGIO NÂ° 09 JUSTO JOSE DE URQUIZA,2013,4U,1,INTERIOR,ESCUELAS,CONDARCO,290,,Flores,Comuna 7,1406,C1406AFD
-58.4602278678043,-34.5676067537299,392,LICEO NÂ° 09 SANTIAGO DERQUI,2013,4U,1,INTERIOR,ESCUELAS,CONESA,1855,,Belgrano,Comuna 13,1428,C1428CUA
-58.5078730379151,-34.6517774677116,393,ESC. PRIMARIA COMUN NÂ° 20 JUAN RAMON JIMENEZ,2013,4U,1,VIA PUBLICA,ESCUELAS,MURGUIONDO,1347,,Mataderos,Comuna 9,1440,C1440CNE
-58.4617156807377,-34.5644718011006,394,ESC. DE EDUCACION MEDIA NÂ° 05/10Â° HEROES DE MALVINAS,2013,4U,1,INTERIOR,ESCUELAS,CRAMER AV.,2136,,Belgrano,Comuna 13,1428,C1428CTH
-58.4573664786273,-34.5579886646739,395,ESC. TECNICA NÂ° 28 REPUBLICA FRANCESA,2013,4U,1,INTERIOR,ESCUELAS,CUBA,2410,,Belgrano,Comuna 13,1428,C1428AEN
-58.4048341704636,-34.6320372026592,396,ESC. NORMAL SUPERIOR NÂ° 11 DR. RICARDO LEVENE,2013,4U,1,INTERIOR,ESCUELAS,DEAN FUNES,1821,,Parque Patricios,Comuna 4,1244,C1244AAM
-58.4246492459548,-34.6139311990998,397,ESC. PRIMARIA COMUN NÂ° 16 JOSE MARIA RAMOS MEJIA,2013,4U,1,VIA PUBLICA,ESCUELAS,DON BOSCO,4200,,Almagro,Comuna 5,1206,C1206ABP
-58.4988013474076,-34.6308424880767,398,ESC. PRIMARIA COMUN NÂ° 10 ADA MARIA ELFLEIN,2013,4U,1,VIA PUBLICA,ESCUELAS,"BELAUSTEGUI, LUIS, DR.",4949,,Velez Sarsfield,Comuna 10,1407,C1407EYG
-58.4857275514349,-34.6668258897382,399,ESC. PRIMARIA COMUN NÂ° 22 SANTA MARIA DE LOS BUENOS AIRES,2013,4U,1,VIA PUBLICA,ESCUELAS,ECHEANDIA,5650,,Villa Lugano,Comuna 8,1439,C1439BJZ
-58.5237465378744,-34.6375425791765,400,COLEGIO NÂ° 13 CNEL. TOMAS ESPORA,2013,4U,1,INTERIOR,ESCUELAS,GALLARDO,149,,Liniers,Comuna 9,1408,C1408BSA
-58.4319597562278,-34.5887695618377,401,ESC. DE EDUCACION MEDIA NÂ° 05/21Â° JUAN MANUEL FANGIO,2013,4U,1,VIA PUBLICA,ESCUELAS,GORRITI,5091,,Palermo,Comuna 14,1414,C1414BJQ
-58.4101412987059,-34.6131009526464,402,ESC. PRIMARIA COMUN NÂ° 13 BRIG. GRAL. JOSE MATIAS ZAPIOLA,2013,4U,1,VIA PUBLICA,ESCUELAS,"URQUIZA, GRAL.",227,,Balvanera,Comuna 3,1215,C1215ADE
-58.4764870383741,-34.6431436025302,403,ESC. PRIMARIA COMUN NÂ° 17 GRAL. JUAN GALO LAVALLE,2013,4U,1,VIA PUBLICA,ESCUELAS,GARZON EUGENIO GENERAL,3950,,Parque Avellaneda,Comuna 9,1407,C1407HLJ
-58.4817100430499,-34.6481644257382,404,ESC. PRIMARIA COMUN NÂ° 16 DR. TOMAS A. LE BRETON,2013,4U,1,VIA PUBLICA,ESCUELAS,GARZON EUGENIO GENERAL,4346,,Parque Avellaneda,Comuna 9,1407,C1407HMB
-58.377220976724,-34.6337727268136,405,ESC. PRIMARIA COMUN NÂ° 01 REPUBLICA DE BOLIVIA,2013,4U,1,INTERIOR,ESCUELAS,"HORNOS, GRAL.",530,,Barracas,Comuna 4,1272,C1272ACJ
-58.4100558696388,-34.6136589147368,406,INST. DE EDUC. SUPERIOR MARIANO ACOSTA,2013,4U,1,INTERIOR,ESCUELAS,"URQUIZA, GRAL.",277,,Balvanera,Comuna 3,1215,C1215ADE
-58.4692008248787,-34.6432642293895,407,ESC. PRIMARIA COMUN NÂ° 11 DR. PEDRO GOYENA,2013,4U,1,VIA PUBLICA,ESCUELAS,"LAFERRERE, GREGORIO DE",3624,,Parque Avellaneda,Comuna 9,1407,C1407HQB
-58.5230392830847,-34.6522390228401,408,ESC. PRIMARIA COMUN NÂ° 01 DE LA INDEPENDENCIA ARGENTINA,2013,4U,1,VIA PUBLICA,ESCUELAS,GUAMINI,1167,,Liniers,Comuna 9,1408,C1408IAC
-58.4161389306953,-34.5869439591187,409,ESC. NORMAL SUPERIOR NÂ° 06 VICENTE LOPEZ Y PLANES,2013,4U,1,INTERIOR,ESCUELAS,GUEMES,3859,,Palermo,Comuna 14,1425,C1425BKS
-58.419125247053,-34.5992875628745,410,ESC. TECNICA NÂ° 30 DR. NORBERTO PIÃ‘ERO,2013,4U,1,INTERIOR,ESCUELAS,"SALGUERO, JERONIMO",920,,Almagro,Comuna 5,1177,C1177AER
-58.4868940292791,-34.6438239665503,411,ESC. PRIMARIA COMUN NÂ° 21 PEDRO INCHAUSPE,2013,4U,1,VIA PUBLICA,ESCUELAS,"RODO, JOSE E.",4431,,Parque Avellaneda,Comuna 9,1407,C1407HDQ
-58.4805886360146,-34.6765532524489,412,ESC. PRIMARIA COMUN NÂ° 08 JUDITH Y DEMETRIO DEMARCHI,2013,4U,1,VIA PUBLICA,ESCUELAS,"RUCCI, JOSE IGNACIO",3961,,Villa Lugano,Comuna 8,1439,C1439FVQ
-58.5291937913495,-34.6210861559821,413,CICLO BASICO DE FORMACION OCUPACIONAL NÂ° 02 SALVADOR MAZA,2013,4U,1,INTERIOR,ESCUELAS,"VARELA, JOSE PEDRO",5966,,Villa Real,Comuna 10,1408,C1408BJN
-58.5068500073712,-34.6271039114172,414,ESC. PRIMARIA COMUN NÂ° 18 GENDARMERIA NACIONAL,2018,1U,3,VIA PUBLICA,Universidades - Colegios,"GARCIA, JUAN AGUSTIN",5265,,Monte Castro,Comuna 10,1407,C1407FXM
-58.4034357501075,-34.6185071239387,415,ESC. NÂº 25 DE 6,2013,4U,1,INTERIOR,ESCUELAS,JUJUY AV.,780,,Balvanera,Comuna 3,1229,C1229ABP
-58.4104886785496,-34.5854818339438,416,ESC. DE COMERCIO NÂ° 26 ENRIQUE DE VEDIA,2013,4U,1,INTERIOR,ESCUELAS,JUNCAL,3250,,Palermo,Comuna 14,1425,C1425AYR
-58.4104070976434,-34.5852756701341,417,ESC. NORMAL SUPERIOR EN LENGUAS VIVAS SOFIA ESTHER BROQUEN DE SPANGENBERG,2013,4U,1,INTERIOR,ESCUELAS,JUNCAL,3251,,Palermo,Comuna 14,1425,C1425AYQ
-58.4618455012277,-34.5649524278424,418,CICLO BASICO DE FORMACION OCUPACIONAL NÂ° 03 OLGA COSSETTINI,2013,4U,1,VIA PUBLICA,ESCUELAS,JURAMENTO,2945,,Belgrano,Comuna 13,1428,C1428DNY
-58.4071648594211,-34.6225323452203,419,ESC. NORMAL SUPERIOR NÂ° 08 PRESIDENTE JULIO ARGENTINO ROCA (SEDE),2013,4U,1,INTERIOR,ESCUELAS,LA RIOJA,1042,,San Cristobal,Comuna 3,1221,C1221ACL
-58.4060777926346,-34.6325084027692,420,ESC. PRIMARIA COMUN NÂ° 02 JOSE MARIA GUTIERREZ,2013,4U,1,INTERIOR,ESCUELAS,LA RIOJA,1846,,Parque Patricios,Comuna 4,1244,C1244ABN
-58.4079394926924,-34.6179278243998,421,CBO NÂ°1,2013,4U,1,VIA PUBLICA,ESCUELAS,LA RIOJA,660,,Balvanera,Comuna 3,1221,C1221ACD
-58.4757417899292,-34.6447650051917,422,ESC. PRIMARIA COMUN NÂ° 10 ANTONIO ZACCAGNINI,2013,4U,1,VIA PUBLICA,ESCUELAS,LACARRA AV.,1135,,Parque Avellaneda,Comuna 9,1407,C1407JQW
-58.4817173882467,-34.6400433088071,423,ESC. TECNICA NÂ° 17 BRIG. GRAL. CORNELIO SAAVEDRA,2013,4U,1,INTERIOR,ESCUELAS,LACARRA,535,,Parque Avellaneda,Comuna 9,1407,C1407JQK
-58.4749622294933,-34.6452318528055,424,ESC MEDIA NÂ°2,2013,4U,1,INTERIOR,ESCUELAS,LACARRA AV.,0,"BILBAO, FRANCISCO AV.",Parque Avellaneda,Comuna 9,,
-58.4940264003077,-34.6575804383667,425,ESC. PRIMARIA COMUN NÂ° 12 PRESBITERO PROF. V. MONTES CARBALLO,2013,4U,1,VIA PUBLICA,ESCUELAS,LARRAYA,2055,,Mataderos,Comuna 9,1440,C1440CWK
-58.4956935136835,-34.6128949674423,426,INST. SUPERIOR DE LENGUAS VIVAS SEDE Y ANEXO,2013,4U,1,INTERIOR,ESCUELAS,LASCANO,3810,,Villa Del Parque,Comuna 11,1417,C1417GZF
-58.3908734198851,-34.6030187862993,427,ESC. TECNICA NÂ° 19 ALEJANDRO VOLTA,2013,4U,1,VIA PUBLICA,ESCUELAS,LAVALLE,1681,,San Nicolas,Comuna 1,1048,C1048AAM
-58.3843945154531,-34.5935374522072,428,COLEGIO NÂ° 02 DOMINGO FAUSTINO SARMIENTO,2013,4U,1,INTERIOR,ESCUELAS,LIBERTAD,1257,,Retiro,Comuna 1,1012,C1012AAY
-58.5030336854469,-34.6499151560839,429,ESC. PRIMARIA COMUN NÂ° 04 REPUBLICA DEL BRASIL,2013,4U,1,VIA PUBLICA,ESCUELAS,ARTIGAS MANUEL DE,5951,,Mataderos,Comuna 9,1440,C1440BRQ
-58.4483792285783,-34.66061140682,430,ESC. PRIMARIA COMUN NÂ° 21 GUILLERMO JOSE BARROS,2013,4U,1,VIA PUBLICA,ESCUELAS,"ACOSTA, MARIANO",2976,,Villa Soldati,Comuna 8,1437,C1437CDF
-58.417555142377,-34.6079417307824,431,ESC. DE EDUCACION MEDIA NÂ° 01/02Â°,2013,4U,1,INTERIOR,ESCUELAS,"BRAVO, MARIO",234,,Almagro,Comuna 5,1175,C1175ABD
-58.4487692111535,-34.6623180826915,432,ESC. PRIMARIA COMUN NÂ° 20 MAESTRO CARLOS ALBERTO CARRANZA,2013,4U,1,VIA PUBLICA,ESCUELAS,MARTINEZ CASTRO,3061,,Villa Soldati,Comuna 8,1437,C1437CHE
-58.4487369198676,-34.6623427307421,433,ESC. DE EDUCACION MEDIA NÂ° 02/19Â° ARTURO JAURETCHE,2013,4U,1,INTERIOR,ESCUELAS,MARTINEZ CASTRO,3067,,Villa Soldati,Comuna 8,1437,C1437CHE
-58.4486641879049,-34.6624012363657,434,ESC. DE EDUCACION MEDIA NÂ° 05/19Â°,2013,4U,1,INTERIOR,ESCUELAS,MARTINEZ CASTRO,3077,,Villa Soldati,Comuna 8,1437,C1437CHE
-58.5082626752511,-34.652488256903,435,ESC. PRIMARIA COMUN NÂ° 16 DR. MARTINIANO LEGUIZAMON,2013,4U,1,VIA PUBLICA,ESCUELAS,"LEGUIZAMON, MARTINIANO",1470,,Mataderos,Comuna 9,1440,C1440DYF
-58.4145339967285,-34.6338873105829,436,ESC. PRIMARIA COMUN NÂ° 08 ALMAFUERTE,2013,4U,1,VIA PUBLICA,ESCUELAS,MAZA,1913,,Boedo,Comuna 5,1240,C1240ADO
-58.5126253958416,-34.6006403737952,437,ESC. DE EDUCACION MEDIA NÂ° 03/17Â° ANTONIO DEVOTO,2013,4U,1,INTERIOR,ESCUELAS,MERCEDES,4002,,Villa Devoto,Comuna 11,1419,C1419BGJ
-58.3999997635104,-34.6163711951409,438,ESC. PRIMARIA COMUN NÂ° 15 FRANCISCO NARCISO DE LAPRIDA,2013,4U,1,INTERIOR,ESCUELAS,MEXICO,2383,,Balvanera,Comuna 3,1222,C1222ABK
-58.4581047162806,-34.5440233019441,439,PROFESORADO ROMERO BREST,2013,4U,10,INTERIOR,ESCUELAS,"SANCHEZ, MIGUEL B. AV.",1338,,NuÃ±ez,Comuna 13,,
-58.4820450509687,-34.6627744868808,440,ESC. PRIMARIA COMUN NÂ° 09 HOMERO MANZI,2013,4U,1,VIA PUBLICA,ESCUELAS,MIRALLA,2666,,Villa Lugano,Comuna 8,1439,C1439EPD
-58.525811293944,-34.6506272805229,441,ESC. PRIMARIA COMUN NÂ° 02 DR. FRANCISCO MELITON ALVAREZ,2013,4U,1,VIA PUBLICA,ESCUELAS,MONTIEL,1041,,Liniers,Comuna 9,1408,C1408FVU
-58.4933223421843,-34.6763803647837,442,ESC. PRIMARIA COMUN NÂ° 22 RUFINO LURO CAMBACERES,2013,4U,1,VIA PUBLICA,ESCUELAS,MONTIEL,3826,,Villa Lugano,Comuna 8,1439,C1439HEF
-58.5049977044396,-34.6532430802958,443,LICEO NÂ° 08 ESTEBAN ECHEVERRIA,2013,4U,1,INTERIOR,ESCUELAS,MURGUIONDO,1568,,Mataderos,Comuna 9,1440,C1440CNJ
-58.5128102833005,-34.605417236947,444,COLEGIO NÂ° 19 LUIS PASTEUR,2013,4U,2,INTERIOR,ESCUELAS,NAVARRO,4344,,Villa Devoto,Comuna 11,1419,C1419HUJ
-58.4607881221511,-34.6019802182902,445,ESC. DE COMERCIO NÂ° 20 DR. JUAN AGUSTIN GARCIA,2013,4U,1,INTERIOR,ESCUELAS,"OROÃ‘O, NICASIO",2131,,Paternal,Comuna 15,,
-58.4641812539948,-34.6837641750325,446,ESC. PRIMARIA COMUN NÂ° 06 REPUBLICA DE LA INDIA,2013,4U,1,VIA PUBLICA,ESCUELAS,"DESCALZI, NICOLAS",5425,,Villa Lugano,Comuna 8,1439,C1439DEA
-58.4780491948963,-34.5561638106051,447,ESC. TECNICA NÂ° 21 FRAGATA ESCUELA LIBERTAD,2013,4U,1,INTERIOR,ESCUELAS,NUÃ‘EZ,3620,,Coghlan,Comuna 12,,
-58.4265517941819,-34.6034311487498,448,ESC. PRIMARIA COMUN NÂ° 11 PROVINCIA DE JUJUY,2013,4U,1,VIA PUBLICA,ESCUELAS,"NUÃ‘EZ, ROBERTO, OBRERO",4355,,Almagro,Comuna 5,,
-58.4557059525768,-34.556579934766,449,ESC. NORMAL SUPERIOR NÂ° 10 JUAN BAUTISTA ALBERDI (SEDE),2013,4U,1,INTERIOR,ESCUELAS,O'HIGGINS,2441,,Belgrano,Comuna 13,1428,C1428AGM
-58.4895769258722,-34.6649457217042,450,ESC. PRIMARIA COMUN NÂ° 11 PONCIANO VIVANCO,2013,4U,1,VIA PUBLICA,ESCUELAS,OLIDEN,2851,,Villa Lugano,Comuna 8,1439,C1439FNA
-58.3952026728092,-34.5987596897668,451,ESC. DE COMERCIO NÂ° 10 ISLAS MALVINAS,2013,4U,1,INTERIOR,ESCUELAS,PARAGUAY,1950,,Recoleta,Comuna 2,1121,C1121ABD
-58.4733902944077,-34.6350943650606,452,ESC. TECNICA NÂ° 37 HOGAR NAVAL STELLA MARIS,2013,4U,1,INTERIOR,ESCUELAS,PERGAMINO,211,,Floresta,Comuna 10,1406,C1406FHE
-58.3961526903296,-34.6312258298273,453,ESC. PRIMARIA COMUN NÂ° 26 BRIGADIER MIGUEL DE AZCUENAGA,2013,4U,1,VIA PUBLICA,ESCUELAS,PICHINCHA AV.,1873,,Parque Patricios,Comuna 4,1249,C1249ABM
-58.4836174598096,-34.6399436985065,454,ESC. TECNICA NÂ° 08 PAULA ALBARRACIN DE SARMIENTO,2013,4U,1,INTERIOR,ESCUELAS,"COLLIVADINO, PIO",436,,Parque Avellaneda,Comuna 9,1407,C1407JOB
-58.4678705005672,-34.6295191430977,455,ESC. TECNICA NÂ° 06 FERNANDO FADER,2013,4U,1,INTERIOR,ESCUELAS,LA PORTEÃ‘A,54,,Flores,Comuna 7,,
-58.442904582542,-34.6621181464329,456,ESC. PRIMARIA COMUN NÂ° 15 EVARISTO CARRIEGO,2013,4U,1,VIA PUBLICA,ESCUELAS,PORTELA,3150,,Villa Soldati,Comuna 8,1437,C1437BZP
-58.4263786839093,-34.5983935322703,457,ESC. PRIMARIA COMUN NÂ° 20 ROSARIO VERA PEÃ‘ALOZA,2013,4U,1,VIA PUBLICA,ESCUELAS,PRINGLES,1165,,Almagro,Comuna 5,1183,C1183AEU
-58.4275005102329,-34.6093928300784,458,ESC. PRIMARIA COMUN NÂ° 23 GRAL. BELGRANO,2013,4U,1,VIA PUBLICA,ESCUELAS,PRINGLES,263,,Almagro,Comuna 5,1183,C1183AEC
-58.4222929368755,-34.6192546875737,459,ESC. PRIMARIA COMUN NÂ° 04 SALVADOR MARIA DEL CARRIL,2013,4U,1,VIA PUBLICA,ESCUELAS,"BOCAYUVA, QUINTINO",620,,Almagro,Comuna 5,1216,C1216AAD
-58.4235479209556,-34.6167662745412,460,COLEGIO NÂ° 10 JOSE DE SAN MARTIN,2013,4U,1,INTERIOR,ESCUELAS,QUITO,4047,,Almagro,Comuna 5,1212,C1212ABI
-58.4958420159515,-34.6018838781745,461,ESC. TECNICA NÂ° 24 DEFENSA DE BUENOS AIRES,2013,4U,1,INTERIOR,ESCUELAS,"GUTIERREZ, RICARDO",3246,,Villa Del Parque,Comuna 11,1417,C1417ECB
-58.3940712934985,-34.6017408681624,462,ESC. DE COMERCIO NÂ° 02 DR. ANTONIO BERMEJO,2013,4U,1,INTERIOR,ESCUELAS,RIOBAMBA,623,,Balvanera,Comuna 3,1025,C1025ABM
-58.4026154184241,-34.6176800204374,463,ESC. PRIMARIA COMUN NÂ° 06 DR. GUILLERMO CORREA,2013,4U,1,INTERIOR,ESCUELAS,SAAVEDRA,695,,Balvanera,Comuna 3,1229,C1229ACC
-58.5090041431306,-34.630590786777,464,ESC. DE COMERCIO NÂ° 30 DR. ESTEBAN AGUSTIN GASCON,2013,4U,1,INTERIOR,ESCUELAS,SAN BLAS,5387,,Villa Luro,Comuna 10,1407,C1407FUO
-58.480696226802,-34.6489651937498,465,ESC. PRIMARIA COMUN NÂ° 18 DRA. ELVIRA RAWSON DE DELLEPIANE,2013,4U,1,VIA PUBLICA,ESCUELAS,SAN PEDRO,4457,,Parque Avellaneda,Comuna 9,1407,C1407HNQ
-58.4927348113648,-34.6591588997491,466,ESC. PRIMARIA COMUN NÂ° 14 JOSE ANTONIO CABRERA,2013,4U,1,VIA PUBLICA,ESCUELAS,SAN PEDRO,5845,,Mataderos,Comuna 9,1440,C1440BDS
-58.4149878747365,-34.6064161347298,467,ESC. PRIMARIA COMUN NÂ° 22 CARLOS JAVIER BENIELLI,2013,4U,1,VIA PUBLICA,ESCUELAS,SANCHEZ DE BUSTAMANTE,260,,Almagro,Comuna 5,1173,C1173ABD
-58.4674308484806,-34.6607237818068,468,ESCUELA NORMAL SUPERIOR NÂ°3 ( ANEXO ),2013,4U,1,VIA PUBLICA,ESCUELAS,SARAZA,4202,,Villa Lugano,Comuna 8,1439,C1439AOB
-58.4674489937839,-34.6607412039091,469,ESCUELA NORMAL SUPERIOR N 3 (ANEXO),2013,4U,1,VIA PUBLICA,ESCUELAS,SARAZA,4204,,Villa Lugano,Comuna 8,1439,C1439AOB
-58.464388529423,-34.6852185051989,470,ESC. DE BELLAS ARTES LOLA MORA,2013,4U,1,INTERIOR,ESCUELAS,SOLDADO DE LA FRONTERA AV.,5155,,Villa Lugano,Comuna 8,1439,C1439FPE
-58.4225383270236,-34.6298695990971,471,ESC. PRIMARIA COMUN NÂ° 25 PAULA ALBARRACIN DE SARMIENTO,2013,4U,1,VIA PUBLICA,ESCUELAS,TARIJA,4136,,Boedo,Comuna 5,1253,C1253ACR
-58.4203948587377,-34.6547003849021,472,ESC. PRIMARIA COMUN NÂ° 02 DR. GENARO SISTO,2013,4U,1,VIA PUBLICA,ESCUELAS,TILCARA,3365,,Nueva Pompeya,Comuna 4,1437,C1437CYK
-58.4868230292919,-34.5527978911952,473,ESC. DE EDUCACION MEDIA NÂ° 05/15Â°,2013,4U,1,INTERIOR,ESCUELAS,TRONADOR,4134,,Saavedra,Comuna 12,1430,C1430DMZ
